DB	ID	Symbol	Qualifier	GO ID	GO Name	Aspect	Evidence	Reference	With	Taxon	Date	Source	Splice
ENSEMBL_GeneID	ENSG00000171860	C3AR1	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:8605247	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000171860	C3AR1	-	GO:0004942	anaphylatoxin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR002234	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000171860	C3AR1	-	GO:0004943	C3a anaphylatoxin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001644	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000171860	C3AR1	-	GO:0004943	C3a anaphylatoxin receptor activity	Function	TAS	PMID:8702752	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000186919	ZACN	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN001054693	9606	20150408	GO_Central	-
ENSEMBL_GeneID	ENSG00000214943	GPR33	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000214943	GPR33	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000177535	OR2B11	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000177535	OR2B11	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000196266	OR10J3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000196266	OR10J3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000125245	GPR18	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000120057	SFRP5	-	GO:0004930	G-protein coupled receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN000139394	9606	20141029	GO_Central	-
ENSEMBL_GeneID	ENSG00000153292	ADGRF1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR008078	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000153292	ADGRF1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000153292	ADGRF1	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050506	GDB	-
ENSEMBL_GeneID	ENSG00000173612	GPRC6A	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000337|InterPro:IPR011500|InterPro:IPR017978|InterPro:IPR017979	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000173612	GPRC6A	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000020062	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000173612	GPRC6A	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000151025	GPR158	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR017978	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000151025	GPR158	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000188558	OR2G6	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000188558	OR2G6	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000180758	GPR157	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000180758	GPR157	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000054277	OPN3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000254834	OR5M10	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000254834	OR5M10	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000172188	OR4C11	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000172188	OR4C11	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000278566	OR4F16	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000278566	OR4F16	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000275102	OR2T5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000275102	OR2T5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000276821	OR2T2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000276821	OR2T2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000221989	OR2A2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000221989	OR2A2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000175485	OR52W1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000237388	OR4A47	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000237388	OR4A47	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000180708	OR10K2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000180708	OR10K2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000183269	OR52E8	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000183269	OR52E8	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000182083	OR6B2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000182083	OR6B2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000237521	OR7E24	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000237521	OR7E24	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000158292	GPR153	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR022335|InterPro:IPR022347	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000158292	GPR153	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000276469	GPR179	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR017978	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000276469	GPR179	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000187258	NPSR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000187258	NPSR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000187258	NPSR1	-	GO:0005000	vasopressin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001817	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000187258	NPSR1	-	GO:0008188	neuropeptide receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR027294	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000187258	NPSR1	-	GO:0008188	neuropeptide receptor activity	Function	IDA	PMID:16790440	-	9606	20141028	UniProt	-
ENSEMBL_GeneID	ENSG00000186136	TAS2R42	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR007960	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000186136	TAS2R42	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000169962	TAS1R3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000337|InterPro:IPR011500|InterPro:IPR017978|InterPro:IPR017979	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000169962	TAS1R3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000238243	OR2W3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000238243	OR2W3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000228567	VN1R4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000228567	VN1R4	-	GO:0016503	pheromone receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR004072	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000187037	GPR141	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000187037	GPR141	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000182170	MRGPRG	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR026234|InterPro:IPR027336	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000182170	MRGPRG	-	GO:0004930	G-protein coupled receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN000140598	9606	20150319	GO_Central	-
ENSEMBL_GeneID	ENSG00000182170	MRGPRG	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000184350	MRGPRE	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR026230|InterPro:IPR026234	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000184350	MRGPRE	-	GO:0004930	G-protein coupled receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN000140598	9606	20150319	GO_Central	-
ENSEMBL_GeneID	ENSG00000184350	MRGPRE	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000174948	GPR149	-	GO:0004930	G-protein coupled receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN001200938	9606	20140924	GO_Central	-
ENSEMBL_GeneID	ENSG00000174948	GPR149	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000197177	ADGRA1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR017983	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000197177	ADGRA1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000197177	ADGRA1	-	GO:0004930	G-protein coupled receptor activity	Function	NAS	PMID:12565841	-	9606	20081107	UniProt	-
ENSEMBL_GeneID	ENSG00000197177	ADGRA1	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050504	GDB	-
ENSEMBL_GeneID	ENSG00000197177	ADGRA1	-	GO:0004930	G-protein coupled receptor activity	Function	NAS	PMID:17212699	-	9606	20081107	UniProt	-
ENSEMBL_GeneID	ENSG00000006831	ADIPOR2	-	GO:0097003	adipokinetic hormone receptor activity	Function	IDA	PMID:12802337	-	9606	20150429	UniProt	-
ENSEMBL_GeneID	ENSG00000182162	P2RY8	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000182162	P2RY8	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000182162	P2RY8	-	GO:0045028	G-protein coupled purinergic nucleotide receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR027669	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000152990	ADGRA3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR001879	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000152990	ADGRA3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000152990	ADGRA3	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050504	GDB	-
ENSEMBL_GeneID	ENSG00000184394	OR4N5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000184394	OR4N5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000140030	GPR65	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR005464	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000140030	GPR65	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000140030	GPR65	-	GO:0004930	G-protein coupled receptor activity	Function	IDA	PMID:15618224	-	9606	20091124	BHF-UCL	-
ENSEMBL_GeneID	ENSG00000181619	GPR135	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000181619	GPR135	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000069122	ADGRF5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR008078|InterPro:IPR017983	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000069122	ADGRF5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000069122	ADGRF5	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050505	GDB	-
ENSEMBL_GeneID	ENSG00000153294	ADGRF4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR008078	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000153294	ADGRF4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000153294	ADGRF4	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050506	GDB	-
ENSEMBL_GeneID	ENSG00000156920	ADGRG4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR017983	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000156920	ADGRG4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000156920	ADGRG4	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050510	GDB	-
ENSEMBL_GeneID	ENSG00000164393	ADGRF2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000164393	ADGRF2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000164393	ADGRF2	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:15203201	-	9606	20050506	GDB	-
ENSEMBL_GeneID	ENSG00000173698	ADGRG2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR017983	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000173698	ADGRG2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000173698	ADGRG2	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:9150425	-	9606	20050308	PINC	-
ENSEMBL_GeneID	ENSG00000183706	OR4N4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000183706	OR4N4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000172154	OR8I2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000172154	OR8I2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000181785	OR5AS1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000181785	OR5AS1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000181761	OR8H3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000181761	OR8H3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000277378	OR6V1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000277378	OR6V1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000196071	OR2L13	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000196071	OR2L13	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000104332	SFRP1	-	GO:0004930	G-protein coupled receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN000139394	9606	20141029	GO_Central	-
ENSEMBL_GeneID	ENSG00000196242	OR2C3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000196242	OR2C3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000143147	GPR161	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000143147	GPR161	-	GO:0004930	G-protein coupled receptor activity	Function	ISS	GO_REF:0000024	UniProtKB:B2RPY5	9606	20130222	UniProt	-
ENSEMBL_GeneID	ENSG00000143147	GPR161	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000154478	GPR26	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000154478	GPR26	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000154478	GPR26	-	GO:0004930	G-protein coupled receptor activity	Function	IDA	PMID:17363172	-	9606	20100201	UniProt	-
ENSEMBL_GeneID	ENSG00000101292	PROKR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000101292	PROKR2	-	GO:0004930	G-protein coupled receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN001544342	9606	20150602	GO_Central	-
ENSEMBL_GeneID	ENSG00000101292	PROKR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000101292	PROKR2	-	GO:0004983	neuropeptide Y receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000611	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000175697	GPR156	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR017978	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000175697	GPR156	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000175697	GPR156	-	GO:0004965	G-protein coupled GABA receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR002455	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000196131	VN1R2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000196131	VN1R2	-	GO:0016503	pheromone receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR004072	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000262784	OR5T1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000262784	OR5T1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000262784	OR5T1	NOT	GO:0004935	adrenergic receptor activity	Function	IBA	GO_REF:0000033	PANTHER:PTN001205270	9606	20150330	GO_Central	-
ENSEMBL_GeneID	ENSG00000177212	OR2T33	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000177212	OR2T33	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000177201	OR2T12	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000177201	OR2T12	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
